Family ID	FRAX08<12>	<33>	FRAX05<50>	FRAX25<26>	<25>	FRAX14<48>	<21>	<27>	<31>	<23>	FRAX15<18>	<35>	<37>	FRAX32<2>	FRAX21<28>	FRAX33<52>	Oeuropea<56>	FRAX26<46>	FRAX16<16>	Slycopersicum<58>	FRAX03<40>	FRAX07<8>	FRAX23<24>	FRAX31<54>	<11>	<39>	FRAX09<42>	FRAX19<30>	<13>	FRAX12<6>	<49>	<17>	<43>	<15>	Mguttatus<60>	<19>	FRAX29<10>	<9>	<55>	<47>	FRAX01<14>	FRAX00<20>	FRAX13<44>	FRAX20<32>	<45>	<3>	FRAX30<0>	<53>	FRAX27<36>	<51>	FRAX04<38>	<1>	<7>	FRAX11<34>	<41>	<59>	<29>	FRAX28<4>	FRAX06<22>	<5>
2460	3	3	3	1	3	1	3	3	3	3	3	3	3	2	3	3	2	1	2	2	3	3	2	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	2	1	3	3	1	3	3	3	3	2	3	3	3	3	3	3	3	2	3	3	3	3
2461	2	3	3	1	3	2	3	3	3	3	3	3	3	3	3	3	2	3	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	2	1	3	2	3	2	3	2	3	3	3	3	3	2	2	3	3	3	3	3	3	3	2	3	3	3	3
2462	2	3	3	2	3	2	3	3	3	3	3	3	3	2	3	3	5	3	3	1	3	3	2	3	3	3	2	3	3	2	3	3	3	3	1	3	0	3	3	3	3	3	3	3	3	3	2	3	3	3	3	2	3	3	3	1	3	3	3	3
2463	2	3	2	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	1	2	3	2	1	3	3	3	3	3	2	3	3	3	3	1	3	2	3	3	3	4	3	3	3	3	2	3	3	2	3	3	2	3	3	3	1	3	2	2	2
2464	3	3	4	2	3	4	3	3	2	3	1	3	3	3	4	2	4	3	1	1	4	1	3	3	3	3	3	2	3	2	3	2	3	2	2	3	3	3	3	3	2	3	2	1	3	3	2	3	3	3	2	3	3	3	3	2	3	3	2	3
2465	3	3	2	2	3	2	3	3	3	3	2	3	3	2	3	3	2	3	3	2	2	3	2	3	3	3	3	3	3	3	3	3	3	3	2	3	2	3	2	3	2	3	2	3	3	3	2	2	3	3	3	2	3	3	3	2	3	3	3	3
2466	2	3	3	3	3	2	3	3	3	3	2	3	3	2	3	3	5	3	2	2	3	3	2	3	3	3	3	3	3	2	3	3	3	3	2	3	3	3	4	3	3	3	2	3	3	3	2	4	2	3	1	2	3	3	3	2	3	3	3	3
2467	3	3	1	2	3	3	3	3	3	3	1	3	3	3	3	2	2	3	2	3	2	3	2	3	3	3	3	3	3	3	3	2	3	2	1	3	3	3	3	3	2	3	3	2	3	3	3	3	2	3	3	3	3	3	3	3	3	3	2	3
2468	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	4	9	0	2	4	0	2	2	2	2	2	2	3	2	1	2	2	2	2	21	2	3	2	8	2	2	3	0	2	2	2	0	7	1	2	2	2	2	2	2	9	2	2	2	2
2469	2	3	3	1	3	3	3	3	3	3	3	3	3	1	2	3	4	3	3	2	2	3	3	3	3	3	2	3	3	2	3	3	3	3	1	3	2	3	3	3	3	3	3	3	3	2	2	3	3	3	3	2	3	3	2	2	3	2	3	2
2470	2	3	4	1	3	3	3	3	3	3	2	4	3	2	3	2	2	2	2	2	3	3	2	3	3	3	2	3	3	2	3	2	3	2	0	2	5	3	2	3	1	1	3	2	3	2	3	2	4	3	1	2	3	5	3	2	3	2	3	2
2471	2	3	2	2	3	3	3	3	3	3	3	3	3	2	2	3	2	3	3	1	3	2	3	3	3	3	3	3	3	2	3	3	3	3	2	3	2	2	2	3	2	3	2	3	3	2	2	2	3	3	3	2	2	3	3	2	3	3	3	2
2472	3	3	3	3	3	3	3	3	3	3	2	3	3	2	3	3	3	3	0	2	2	3	2	3	3	3	3	3	3	2	3	2	3	2	2	3	3	3	3	3	2	3	3	3	3	3	2	3	3	3	2	2	3	3	3	2	3	3	3	3
2473	2	2	3	2	3	3	3	3	2	3	3	2	2	3	2	3	2	3	3	1	3	3	3	3	3	3	3	2	3	3	3	3	3	3	2	3	2	3	2	3	3	3	3	1	3	3	3	2	2	3	2	3	3	2	3	2	3	3	3	3
2474	1	3	1	2	3	1	4	3	3	4	3	4	3	3	2	3	4	2	2	1	2	4	4	4	3	3	4	4	3	3	2	3	2	3	2	4	2	3	3	2	3	4	2	2	2	3	1	3	5	3	2	3	3	4	2	2	3	1	4	3
2475	2	3	3	3	3	2	3	3	3	3	2	3	3	3	2	3	3	1	3	2	3	3	3	1	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	2	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3
2476	2	3	3	1	3	3	3	3	3	3	3	3	3	2	3	3	2	3	2	1	3	3	3	3	3	3	2	3	3	2	3	3	3	3	2	3	3	3	2	3	4	3	3	3	3	2	3	2	3	3	2	2	3	3	3	2	3	2	3	2
2477	1	3	2	0	3	1	3	3	3	3	2	3	3	4	2	3	8	1	1	4	2	3	3	3	3	3	5	4	3	2	2	2	2	2	3	3	1	3	5	1	2	5	1	1	2	3	1	5	3	3	2	3	3	3	2	4	3	3	4	3
2478	1	3	2	3	3	4	3	3	3	3	2	3	3	3	2	2	3	3	1	1	3	2	1	3	3	3	4	3	3	3	3	3	4	3	1	3	2	3	3	4	3	6	4	2	4	3	4	3	1	3	3	3	3	3	4	1	3	3	3	3
2479	3	2	3	3	3	2	3	3	2	3	3	2	2	3	3	2	2	2	3	2	2	3	3	2	3	2	2	2	3	3	2	3	2	3	1	3	3	3	2	2	3	3	2	4	2	3	3	2	2	2	2	3	3	2	2	2	3	3	2	3
2480	3	3	2	3	3	1	3	3	3	3	1	3	3	1	2	5	5	2	3	4	2	5	2	2	3	3	4	2	3	3	3	3	3	3	3	3	1	3	4	2	2	3	3	3	3	2	2	4	2	3	3	2	3	3	3	4	3	2	2	3
2481	2	3	1	3	3	2	3	3	3	3	3	3	3	3	3	3	2	3	3	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	2	3	2	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	1	3	3	3	3
2482	3	3	3	3	3	2	3	3	3	3	3	3	3	2	3	2	3	2	3	2	2	3	3	3	3	3	3	3	3	2	3	3	2	3	1	3	3	3	3	2	2	4	1	3	2	3	2	3	3	3	3	2	3	3	2	2	3	3	2	3
2483	2	3	2	2	3	1	3	3	3	3	2	3	3	2	4	3	3	1	3	2	3	3	3	3	3	3	3	3	3	2	3	3	3	3	1	3	2	3	3	1	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3
2484	3	3	3	3	3	2	3	3	3	3	2	3	3	3	1	3	4	2	0	1	2	3	3	3	3	3	3	3	3	3	3	2	2	2	2	3	3	3	3	2	2	6	2	2	2	3	3	3	1	3	2	3	3	3	2	2	3	3	3	3
2485	2	3	3	3	3	3	3	3	3	3	2	3	3	2	3	3	4	2	2	1	3	3	2	2	3	3	4	3	3	3	3	3	3	3	2	3	1	3	3	3	3	3	3	2	3	3	3	3	2	3	3	3	3	3	3	2	3	3	3	3
2486	3	2	3	2	3	3	3	3	2	3	3	2	2	3	2	1	0	2	4	0	3	2	3	3	3	2	4	2	3	4	3	3	3	4	1	3	3	3	2	3	5	2	3	2	3	3	3	2	2	2	1	3	3	2	3	1	3	3	4	3
2487	3	3	3	1	3	3	3	3	3	3	2	3	3	3	2	3	4	2	2	2	2	3	3	3	3	3	3	3	3	2	3	3	3	3	1	3	2	3	3	3	3	3	2	3	3	3	3	3	2	3	3	3	3	3	3	2	3	3	2	3
2488	2	3	2	2	3	4	3	3	3	3	3	3	3	3	3	3	3	2	3	2	5	2	3	3	3	3	3	3	3	2	3	3	3	3	2	3	1	2	3	3	3	3	2	2	3	2	2	3	4	3	2	2	2	3	3	2	3	2	3	2
2489	2	3	2	3	3	3	3	3	3	3	2	3	3	1	3	3	2	3	3	1	3	3	3	3	3	3	3	2	3	3	3	3	3	3	1	3	3	3	2	3	3	3	3	3	3	3	3	2	2	3	1	3	3	3	3	1	3	3	2	3
2490	2	3	3	3	3	3	2	3	2	2	3	3	3	4	2	5	3	2	2	1	3	2	2	3	3	3	4	2	3	4	3	2	3	2	1	2	2	3	3	3	2	2	3	1	3	3	3	3	2	3	3	3	3	3	3	1	3	2	1	3
2491	3	3	3	3	3	3	3	3	3	3	2	3	3	3	2	2	2	3	2	1	3	3	3	1	3	3	3	3	3	2	3	2	3	2	1	2	3	3	2	3	2	2	3	2	3	3	3	2	3	3	3	3	3	3	3	1	3	3	2	3
2492	3	3	2	4	3	2	3	3	4	3	3	3	3	2	2	4	2	3	1	1	2	3	2	2	3	3	2	5	3	4	3	3	2	2	1	3	4	3	2	3	2	2	2	4	3	3	2	2	3	3	2	2	3	3	2	1	3	3	2	3
2493	3	3	3	1	2	2	2	3	2	2	2	3	3	3	1	2	1	2	1	2	3	2	1	2	3	3	3	2	3	2	3	2	3	2	8	2	3	3	3	2	2	3	4	1	3	3	3	3	3	3	2	3	3	3	3	3	3	3	1	3
2494	3	3	1	4	3	2	3	3	3	3	2	3	3	3	2	3	2	1	1	3	2	4	2	3	3	3	2	3	3	3	2	3	2	3	1	3	4	3	3	2	3	2	2	2	2	3	4	3	3	3	4	3	3	2	2	3	3	3	3	3
2495	1	3	1	2	4	1	4	4	4	4	4	3	3	4	4	1	0	2	2	0	0	4	3	3	4	3	1	5	4	4	2	4	2	4	0	4	4	4	1	2	4	1	2	4	2	4	4	2	3	2	2	4	4	3	1	0	4	3	5	4
2496	3	3	2	2	3	2	3	3	3	3	3	3	3	3	3	3	2	3	2	1	2	3	3	3	3	3	4	3	3	1	3	3	3	2	1	3	3	3	2	3	2	2	3	2	3	3	3	2	3	3	3	3	3	3	3	1	3	3	3	3
2497	5	3	2	1	3	2	3	3	3	3	3	3	3	2	2	3	2	3	3	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	2	3	2	3	4	3	2	2	3	3	4	2	3	3	1	3	3	2	3	2	3	3	3	3
2498	3	3	5	3	3	2	3	3	3	3	2	2	3	3	2	2	2	2	2	1	3	3	3	2	3	3	4	3	3	2	3	3	3	3	1	3	2	3	2	2	3	1	2	2	3	3	4	2	2	3	3	3	3	2	3	1	3	3	3	3
2499	2	3	2	3	3	3	3	3	3	3	2	3	3	3	2	3	4	3	2	1	3	2	2	2	3	3	2	3	3	2	3	3	3	3	2	3	2	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	2	3	3	3	3
2500	2	3	2	3	3	2	2	3	3	2	1	3	3	2	2	6	2	2	1	4	8	3	1	3	3	3	3	2	3	2	3	1	5	1	0	1	4	3	3	2	1	1	5	2	3	3	1	3	2	3	2	2	3	3	5	3	3	3	2	3
2501	3	3	4	3	3	3	3	3	3	3	4	3	3	1	3	2	2	4	1	1	3	3	3	2	3	3	4	3	3	2	3	3	3	1	1	3	3	3	2	3	1	2	3	3	3	2	3	2	3	3	1	2	3	1	3	1	3	2	3	2
2502	2	3	4	2	3	2	3	3	3	3	2	3	3	3	1	2	3	3	3	2	3	3	2	3	3	3	3	3	3	1	3	3	3	3	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	2	3
2503	3	3	2	3	3	2	3	3	3	3	3	3	3	3	3	2	3	3	1	1	3	2	3	3	3	3	3	3	3	2	3	3	3	3	2	3	3	3	3	3	3	3	2	3	3	2	2	3	3	3	3	2	3	3	3	2	3	2	2	2
2504	2	2	2	2	3	2	3	3	3	3	3	2	2	2	3	2	11	2	2	0	1	2	2	4	3	2	2	3	3	4	2	3	2	2	1	3	4	3	5	2	2	1	4	3	2	2	2	5	2	2	2	2	3	2	2	1	3	1	4	3
2505	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	2	2	3	2	3	2	3	3	3	3	3	3	2	3	3	3	3	1	3	2	3	3	3	3	3	2	2	3	3	3	3	3	3	1	3	3	3	3	3	3	3	2	3
2506	3	3	6	6	3	3	3	3	2	3	2	2	3	2	4	2	1	4	5	0	6	1	3	1	3	3	1	1	3	1	3	3	3	3	0	3	1	2	1	3	2	1	2	1	3	3	4	1	2	3	3	3	2	0	3	0	3	3	2	2
2507	2	3	3	1	3	1	3	3	3	3	2	3	3	3	3	3	4	3	2	1	3	2	2	3	3	3	3	3	3	2	3	3	3	3	1	3	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	3	3	3
2508	3	3	3	2	3	2	3	3	3	3	2	3	3	2	3	2	5	2	1	3	2	3	2	2	3	3	3	4	3	1	3	3	2	3	3	3	3	3	4	2	3	3	1	2	2	3	3	4	3	3	1	3	3	3	2	3	3	4	3	3
2509	2	3	4	2	3	2	3	3	3	3	3	2	3	4	2	4	4	1	2	1	2	3	1	1	3	3	2	4	3	5	3	3	3	3	1	3	3	3	3	2	3	1	5	3	3	4	4	3	2	3	3	4	3	2	2	1	3	3	3	4
2510	2	3	3	2	3	3	2	3	3	2	2	3	3	2	2	2	5	3	2	2	3	3	1	3	3	3	3	3	3	2	3	2	3	2	2	2	3	3	4	3	2	1	3	3	3	3	2	4	3	3	3	2	3	3	3	2	3	4	2	3
2511	3	2	2	4	3	2	3	3	3	3	3	2	2	2	2	2	2	2	3	1	1	4	3	3	3	2	3	3	3	3	2	3	2	3	1	3	2	3	2	2	3	3	2	4	2	3	3	2	2	2	2	3	3	2	2	1	3	3	3	3
2512	4	4	2	2	3	1	3	3	4	3	2	4	4	4	1	3	3	1	2	3	1	2	1	6	3	4	2	3	3	2	2	3	1	3	1	3	2	3	3	1	3	2	1	5	1	3	3	3	4	3	5	3	3	5	1	3	3	1	3	3
2513	3	3	2	2	3	1	3	3	4	3	2	3	3	3	3	2	3	2	2	5	2	3	3	3	3	3	2	4	3	2	2	2	2	2	1	2	4	3	3	2	1	2	2	4	2	3	2	3	2	2	2	3	3	3	2	3	3	4	2	3
2514	3	2	3	3	3	1	3	3	2	3	2	2	2	2	3	2	2	3	3	1	5	3	3	3	3	3	4	2	3	3	3	3	3	3	1	3	3	3	2	3	3	3	3	2	3	3	2	2	2	3	2	2	3	2	4	1	3	3	3	3
2515	5	3	4	3	3	2	3	3	2	3	2	3	3	3	2	2	0	2	5	1	4	2	2	2	3	3	2	1	3	4	3	3	2	3	1	3	3	3	1	2	3	2	1	2	2	3	4	1	2	3	3	3	3	3	2	1	3	2	3	3
2516	2	3	2	3	3	2	3	3	3	3	3	3	3	3	3	2	5	2	3	1	2	2	3	4	3	3	3	2	3	1	2	3	2	3	1	3	3	3	4	2	3	3	2	2	2	3	3	4	4	2	3	3	3	3	2	1	3	2	3	3
2517	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	1	2	3	2	2	3	3	3	3	3	3	3	3	3	3	2	3	2	3	2	3	3	2	3	3	3	3	2	2	3	3	3	3	3	3	3	2	3	3	2	3
2518	2	3	3	3	3	2	3	3	3	3	3	3	3	3	3	2	2	1	2	3	2	3	3	2	3	3	3	3	3	3	3	3	3	2	2	3	2	3	3	2	2	4	3	1	3	3	3	3	1	3	3	3	3	3	3	3	3	3	3	3
2519	2	3	3	2	3	2	2	3	3	2	2	3	3	3	3	3	5	3	1	1	2	3	1	1	3	3	3	3	3	3	3	2	3	2	1	2	3	3	3	3	2	2	3	2	3	3	3	3	2	3	3	3	3	3	3	1	3	4	3	3
2520	4	3	3	2	3	3	3	3	3	3	2	2	3	1	2	2	5	2	2	1	4	2	2	2	3	3	2	2	3	4	3	2	4	2	1	3	4	3	3	3	2	3	4	2	3	3	2	3	2	3	3	2	3	2	4	1	3	3	2	3
2521	2	2	2	1	2	3	2	2	2	2	2	2	2	1	1	2	2	2	1	0	1	2	1	2	2	2	1	1	2	1	2	2	2	2	30	2	2	2	3	2	2	2	2	2	2	2	1	3	2	2	2	1	2	2	1	5	2	2	2	2
2522	3	3	2	3	3	3	3	3	2	3	3	3	3	3	2	3	4	2	2	2	2	3	3	3	3	3	3	1	3	3	3	3	3	3	2	3	3	3	3	3	3	3	2	0	3	3	2	3	3	3	3	3	3	3	3	2	3	3	3	3
2523	3	3	4	1	3	2	3	3	3	3	3	3	3	3	3	3	1	3	2	4	3	2	3	3	3	3	2	3	3	2	3	3	3	3	1	3	2	3	3	3	3	2	2	2	3	3	3	3	3	3	2	3	3	3	3	3	3	2	3	3
2524	3	3	3	3	3	4	3	3	3	3	2	3	3	1	1	3	5	1	3	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	1	3	4	3	3	4	2	2	3	3	2	4	2	3	2	2	3	3	3	2	3	3	3	3
2525	2	3	3	3	3	2	3	3	3	3	3	3	3	2	2	3	3	3	2	2	3	3	3	3	3	3	3	4	3	2	3	3	3	3	1	3	2	3	3	3	3	2	2	2	3	2	3	3	3	3	2	2	3	3	3	2	3	2	2	2
2526	3	3	3	3	3	0	3	3	3	3	3	3	3	1	2	3	4	3	3	1	2	2	3	3	3	3	3	3	3	3	3	3	3	3	2	3	2	3	3	3	3	3	1	3	3	3	1	3	3	3	3	1	3	3	3	2	3	3	3	3
2527	1	3	3	3	3	3	3	3	3	3	2	3	3	2	2	3	2	3	3	2	3	3	3	3	3	3	3	3	3	1	3	3	3	3	2	3	2	3	2	3	2	3	3	3	3	2	2	2	3	3	3	2	3	3	3	2	3	3	3	2
2528	2	3	2	1	3	3	3	3	3	3	1	3	3	3	3	3	3	1	3	1	3	3	3	3	3	3	2	3	3	2	3	3	3	3	1	3	1	3	3	3	3	4	3	3	3	3	3	3	2	3	2	3	3	3	3	1	3	3	4	3
2529	4	3	2	1	3	1	3	3	3	3	2	3	3	1	2	2	6	2	2	1	3	4	2	3	3	3	4	3	3	3	3	2	3	2	3	3	2	3	4	2	2	5	2	1	3	3	2	4	3	3	3	2	3	3	3	3	3	4	1	3
2530	3	3	3	2	3	1	3	3	3	3	2	3	3	2	2	3	3	2	3	2	3	3	3	2	3	3	3	3	3	4	3	3	3	3	2	3	3	3	3	2	2	3	2	2	3	3	3	3	3	3	1	3	3	3	3	2	3	3	3	3
2531	2	3	3	1	3	3	3	3	2	3	3	3	3	2	3	3	3	3	3	4	3	3	2	3	3	3	3	2	3	1	3	3	3	3	2	3	3	3	3	3	2	3	3	1	3	3	3	3	2	3	1	3	3	3	3	3	3	3	3	3
2532	2	4	3	3	3	2	2	3	4	2	0	4	4	4	1	5	2	3	2	0	1	6	2	2	3	4	5	9	3	0	4	2	4	2	0	2	2	3	2	3	1	1	4	0	4	3	0	2	3	4	1	3	3	9	4	0	3	5	2	3
2533	2	3	3	2	3	3	3	3	3	3	1	3	3	3	2	2	3	3	1	2	3	3	3	2	3	3	3	3	3	3	3	2	3	2	1	2	3	3	3	3	3	2	3	2	3	3	3	3	3	3	2	3	3	2	3	2	3	3	3	3
2534	2	3	4	2	3	2	3	3	2	3	3	3	3	4	2	2	1	3	2	1	1	2	2	2	3	3	3	2	3	3	3	3	3	2	1	3	5	4	2	3	2	2	4	1	3	4	4	2	1	3	3	4	4	3	3	1	3	4	3	4
2535	3	3	3	3	3	3	3	3	3	3	1	3	3	2	3	3	3	3	2	1	3	3	3	3	3	3	3	3	3	2	3	2	3	2	2	2	2	3	3	3	1	2	2	2	3	2	3	3	3	3	3	2	3	3	3	2	3	2	3	2
2536	3	3	2	3	3	2	3	3	3	3	3	3	3	3	3	3	3	2	3	1	1	3	3	2	3	3	3	3	3	3	2	3	2	3	2	3	3	3	3	2	3	2	2	2	2	3	3	3	3	3	2	3	3	3	2	2	3	2	3	3
2537	1	3	2	2	3	3	3	3	3	3	3	3	3	2	1	3	4	3	3	3	2	3	2	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	3	3	3	3	4	2	3	2	2	3	2	3	2	2	3	3	3	3	3	3	3	2
2538	2	3	3	3	3	2	3	3	3	3	2	3	3	3	2	3	2	3	3	2	2	3	3	3	3	3	3	3	3	2	3	3	3	3	1	3	3	3	2	3	3	3	2	3	3	3	3	2	3	3	2	3	3	3	3	2	3	2	3	3
2539	3	3	1	1	3	3	3	3	3	3	3	3	3	3	2	3	3	3	2	1	3	3	3	3	3	3	3	3	3	1	3	3	3	2	2	3	3	3	3	3	2	3	3	2	3	3	3	3	3	3	3	3	3	3	3	2	3	3	2	3
2540	1	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	2	1	3	3	3	3	3	3	3	2	3	3	3	3	3	3	1	3	2	3	2	3	3	3	3	2	3	3	3	2	2	3	2	3	3	3	3	1	3	3	3	3
2541	3	3	3	2	3	3	3	3	3	3	2	3	3	3	2	2	4	3	2	1	3	3	3	2	3	3	3	2	3	3	3	3	3	3	1	3	2	3	3	3	3	1	3	2	3	3	3	3	2	3	2	3	3	3	3	1	3	3	2	3
2542	2	3	3	2	3	2	3	3	3	3	2	3	3	3	2	3	3	3	3	2	2	3	2	3	3	3	3	3	3	3	3	3	3	3	2	3	2	3	3	3	3	3	2	3	3	3	2	3	2	3	3	3	3	3	3	2	3	3	3	3
2543	5	3	2	1	3	2	3	3	3	2	2	2	2	4	5	3	2	2	3	0	2	2	0	1	3	3	0	3	3	5	3	3	3	3	0	3	2	3	2	2	4	3	4	4	3	4	3	2	1	3	0	4	3	2	2	0	3	6	1	4
2544	2	3	2	4	3	2	3	3	3	3	2	3	3	2	2	3	3	3	1	2	4	3	1	3	3	3	3	2	3	2	3	2	3	2	1	3	2	3	3	3	2	3	3	3	3	3	1	3	3	3	3	2	3	3	3	2	3	3	3	3
2545	2	3	3	2	3	2	3	3	3	3	2	3	3	3	2	3	3	3	2	1	3	3	3	4	3	3	3	4	3	2	3	2	3	2	1	2	2	3	3	3	2	2	3	3	3	3	2	3	3	3	3	3	3	4	3	1	3	3	2	3
2546	4	3	4	2	3	2	3	3	3	3	2	4	3	2	2	3	2	3	3	0	3	2	3	1	3	3	2	3	3	3	3	3	3	3	1	3	2	2	2	3	2	2	3	2	3	2	2	2	4	3	3	2	2	4	3	1	3	2	4	2
2547	3	3	2	2	3	2	3	3	2	3	3	3	3	1	3	3	4	3	3	2	3	3	2	3	3	3	3	2	3	3	3	3	3	3	2	3	1	3	3	3	3	3	2	1	3	2	2	3	3	3	2	2	3	3	3	2	3	2	3	3
2548	3	3	2	3	3	1	3	3	3	3	2	3	3	3	2	3	4	2	2	1	2	2	3	3	3	3	2	2	3	2	2	2	2	2	2	3	3	3	3	2	2	4	3	2	2	2	2	3	4	3	3	2	3	2	2	2	3	2	5	2
2549	3	3	3	3	3	4	3	3	2	3	3	3	3	4	3	2	2	3	2	1	2	3	3	1	3	3	2	1	3	3	3	3	3	2	1	3	4	3	2	3	2	2	3	2	3	3	3	2	3	3	3	3	3	2	2	1	3	3	2	3
2550	3	3	3	2	3	2	3	3	3	3	1	3	3	2	2	4	3	3	3	2	2	3	2	3	3	3	3	3	3	2	3	3	3	3	2	3	3	3	3	3	2	3	4	2	3	3	3	3	2	3	2	3	3	3	3	2	3	3	3	3
2551	3	3	3	3	3	2	3	3	3	3	4	3	3	3	2	3	3	2	2	1	2	2	2	2	3	3	2	2	3	3	3	3	2	3	1	3	2	3	3	2	3	2	2	3	2	3	4	3	3	3	3	3	3	3	2	1	3	3	3	3
2552	3	3	3	3	3	3	3	3	2	3	3	3	3	3	2	3	4	3	2	1	2	3	3	3	3	3	3	2	3	3	3	3	3	2	2	3	2	3	3	3	2	2	3	1	3	3	3	3	2	3	2	3	3	3	3	2	3	3	3	3
2553	3	3	3	2	3	2	2	3	4	2	2	3	3	2	3	2	3	3	1	1	2	3	2	4	3	3	3	5	3	2	3	2	3	2	1	2	3	3	3	3	2	2	4	4	3	2	1	3	2	3	3	2	3	3	3	1	3	1	2	2
2554	1	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	4	3	1	2	3	3	3	2	3	3	3	3	3	1	3	3	3	2	2	3	2	3	3	3	2	3	3	3	3	2	1	3	3	3	2	2	3	3	3	2	3	2	3	2
2555	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	2	0	3	3	2	2	3	3	3	3	3	3	3	3	3	3	1	3	2	3	3	3	3	3	3	2	3	3	3	3	3	3	1	3	3	3	3	1	3	3	3	3
2556	2	3	3	3	3	3	3	3	3	3	2	3	3	3	2	2	3	3	3	2	3	3	1	3	3	3	2	2	3	2	3	3	3	3	1	3	3	3	3	3	3	3	3	2	3	2	2	3	2	3	3	2	3	3	3	2	3	2	3	2
2557	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	1	2	2	3	3	3	3	2	2	3	5	3	3	2	2	1	3	2	3	2	3	2	2	2	2	3	3	3	2	4	3	2	3	3	3	2	1	3	3	3	3
2558	3	3	2	3	3	2	3	3	3	3	3	3	3	3	2	2	5	3	2	2	2	3	2	2	3	3	2	3	3	2	2	3	2	2	2	3	2	3	3	2	2	2	2	3	2	3	4	3	4	2	2	3	3	3	2	2	3	2	3	3
2559	2	3	3	1	3	3	3	3	3	3	1	3	3	3	2	3	6	3	2	2	3	3	3	3	3	3	2	3	3	3	3	3	3	3	1	3	2	3	4	3	3	3	1	1	3	3	2	4	3	3	3	3	3	3	3	2	3	3	2	3
2560	4	3	4	4	3	1	3	3	3	3	3	3	3	2	3	2	0	1	2	1	2	2	5	2	3	3	0	2	3	6	3	3	2	2	0	3	3	3	1	1	2	2	3	6	2	4	5	1	3	3	0	4	3	1	2	1	3	3	0	4
2561	2	3	4	2	3	3	3	3	3	3	3	3	3	2	3	3	3	3	1	1	2	2	3	3	3	3	3	3	3	1	3	3	3	3	1	3	2	2	3	3	3	3	3	2	3	2	2	3	2	3	3	2	2	3	3	1	3	1	3	2
2562	2	3	3	1	3	3	3	3	3	3	2	3	3	3	2	3	2	3	2	1	3	3	3	3	3	3	3	3	3	2	3	2	3	2	1	3	3	3	2	3	2	3	2	3	3	3	3	2	3	3	3	3	3	3	3	1	3	2	2	3
2563	2	3	3	3	3	1	3	3	3	3	2	3	3	3	1	3	2	3	2	1	3	1	3	3	3	3	3	4	3	2	3	3	3	3	2	3	3	3	2	3	3	2	3	3	3	3	3	2	3	3	3	3	3	3	3	2	3	3	2	3
2564	1	3	2	2	3	2	3	3	3	3	3	3	3	1	2	3	2	5	3	1	3	3	2	2	3	3	3	4	3	3	3	3	3	3	1	3	2	3	2	3	5	3	1	2	3	3	3	2	3	3	2	3	3	3	3	1	3	2	3	3
2565	4	3	3	3	3	1	2	3	3	2	1	3	3	1	2	3	5	3	2	3	1	4	1	5	3	3	3	3	3	2	3	2	3	2	3	2	3	3	4	3	2	2	2	2	3	3	2	4	3	3	2	2	3	3	3	3	3	3	2	3
2566	2	3	2	3	3	1	3	3	3	3	2	2	3	3	3	4	4	3	3	3	3	3	3	2	3	3	2	3	3	3	3	3	3	3	2	3	0	3	3	3	2	4	2	3	3	3	2	3	1	3	3	3	3	2	3	3	3	2	2	3
2567	4	3	2	3	3	3	3	3	3	3	1	2	3	4	4	4	8	3	2	0	1	3	2	2	3	3	2	3	3	3	3	2	2	2	0	3	4	3	3	3	2	3	2	1	3	3	3	3	2	3	2	3	3	2	2	0	3	1	3	3
2568	3	3	3	2	3	2	3	3	3	3	3	3	3	3	2	3	3	3	3	2	3	3	3	3	3	3	3	2	3	3	3	3	3	3	1	3	2	3	3	3	3	3	3	2	3	3	2	3	3	3	2	3	3	3	3	2	3	1	3	3
2569	2	3	5	3	3	4	2	3	3	2	1	2	2	3	2	2	1	4	1	0	3	2	2	2	3	3	4	1	3	3	4	2	4	2	0	2	4	3	1	4	3	2	5	3	4	3	2	1	2	3	1	3	3	2	4	0	3	2	2	3
