Family ID	<61>	FRAX08<12>	<33>	FRAX05<50>	Mguttatus<62>	FRAX25<26>	<25>	FRAX14<48>	<21>	<27>	<31>	<23>	FRAX15<18>	<35>	<37>	empty<58>	FRAX32<2>	FRAX21<28>	FRAX33<52>	Oeuropea<56>	FRAX26<46>	FRAX16<16>	FRAX03<40>	FRAX07<8>	FRAX23<24>	FRAX31<54>	<11>	<39>	FRAX09<42>	FRAX19<30>	<13>	FRAX12<6>	<49>	<17>	<43>	<15>	<19>	FRAX29<10>	<9>	<55>	<47>	FRAX01<14>	FRAX00<20>	FRAX13<44>	FRAX20<32>	<45>	<57>	Slycopersicum<60>	<3>	FRAX30<0>	<53>	FRAX27<36>	<51>	FRAX04<38>	<1>	<7>	FRAX11<34>	<41>	<29>	FRAX28<4>	FRAX06<22>	<5>
39739	0	2	3	2	0	2	3	1	2	3	3	2	2	1	3	0	2	3	1	0	0	3	1	0	2	1	3	3	1	4	3	3	2	2	2	2	2	3	3	3	1	1	1	2	2	2	1	0	3	2	3	1	2	4	2	3	1	1	3	4	1	3
38856	1	2	2	2	1	2	2	1	2	2	3	2	2	1	2	0	2	2	2	1	1	1	1	2	2	2	2	2	1	3	2	2	2	2	2	2	2	4	2	2	1	2	1	2	3	2	1	0	2	2	2	1	2	1	2	2	1	1	2	2	2	2
23862	2	2	2	2	1	1	2	1	2	2	2	2	2	2	2	0	1	2	1	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	3	2	2	2	1	2	1	1	2	2	2	2	1	2	2	2	2	1	2	2
16303	0	2	2	7	0	1	2	1	2	2	2	2	1	2	2	0	2	1	1	0	4	1	4	2	1	2	2	2	2	2	2	1	4	2	4	2	2	1	2	2	4	2	1	4	2	4	1	0	2	2	2	2	2	2	2	2	1	4	2	1	1	2
35668	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	0	2	1	2	2	2	2	1	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	2	1	2	1	2	1	2	2	2	2	2	2	2	2
31765	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	0	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	1	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2
11971	2	2	2	2	1	2	2	2	1	2	2	1	1	2	2	0	3	1	1	1	2	1	2	2	1	2	2	2	1	1	2	2	2	1	2	1	1	2	2	2	2	1	1	3	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2
617	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	1	2	1	2	1	2	1	2	2	2	2	2	0	2	2	2	2	2	1	2	2	2	2	3	2	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2
35653	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	0	2	2	2	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2
4419	1	2	2	2	1	2	2	2	2	2	2	2	0	2	2	0	2	1	2	2	2	1	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	1	1	2	2	2	3	2	2	2	2	2	2	2	2	2	2
33764	1	1	3	0	1	0	3	0	3	3	3	3	0	3	3	0	3	3	1	4	2	0	0	3	1	3	3	3	3	3	3	3	2	3	2	3	3	2	3	4	2	3	3	1	1	2	1	1	3	1	4	3	2	2	3	3	3	2	3	1	3	3
24941	1	1	2	2	1	2	2	1	2	2	2	2	2	2	2	0	2	1	2	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	3	2	1	2	2	1	2	1	1	2	2	3	1	2	2	2	2	2	2	2	2	2	2
34972	2	2	2	2	1	2	2	0	2	2	2	2	2	2	2	0	2	2	2	3	1	1	0	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	3	1	2	2	2	1	2	1	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2
3836	1	2	2	2	1	1	2	2	2	2	2	2	1	2	2	0	2	1	2	2	1	0	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	1	1	2	1	2	2	2	3	2	2	2	2	2	2	2	2
26274	1	2	2	1	1	2	2	2	2	2	2	2	1	2	2	0	2	1	2	3	2	1	2	2	2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	3	2	1	2	2	2	2	1	1	2	1	3	2	2	2	2	2	2	2	2	2	2	2
23365	1	2	2	2	1	2	2	2	2	2	2	2	1	2	2	0	2	2	2	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	2	1	2	2	2	2	2	2	2	2	2	2
37119	2	1	1	1	3	2	2	2	2	2	1	2	2	1	1	0	2	2	2	4	2	1	2	2	1	3	2	2	2	1	2	2	2	2	2	2	2	2	2	4	2	2	2	1	0	2	1	1	2	2	4	1	2	1	2	2	1	2	2	1	2	2
13770	2	1	2	3	1	1	2	2	2	3	2	2	1	2	2	0	1	3	3	4	2	1	2	1	1	1	2	3	2	2	2	0	3	2	2	2	2	2	2	4	2	2	2	2	1	2	1	2	2	1	4	2	3	2	1	2	2	2	3	2	1	2
6324	1	2	2	3	1	2	2	1	2	2	2	2	2	2	2	0	2	2	2	1	1	1	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2
25252	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	0	1	2	2	2	2	1	1	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
36874	1	2	2	2	1	2	3	1	3	3	2	3	3	1	2	0	2	1	2	1	1	2	1	2	2	2	3	2	1	2	3	2	2	3	1	2	3	3	3	3	1	2	1	1	2	1	1	1	2	2	3	1	2	1	2	3	1	1	3	1	4	2
9683	2	2	1	2	2	1	2	2	2	2	1	2	1	1	1	0	2	1	1	4	2	2	1	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	4	2	2	2	2	0	2	1	1	2	2	4	1	2	1	2	2	1	2	2	2	2	2
22763	2	1	3	3	1	3	3	2	2	3	2	2	1	1	3	0	2	1	2	1	0	2	1	2	1	3	3	3	3	1	3	2	3	2	2	2	2	3	3	3	2	2	2	1	1	2	1	2	2	2	3	1	3	3	2	3	1	2	3	2	2	2
39741	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	0	2	1	1	5	3	2	2	1	2	1	2	2	2	2	2	1	2	2	2	2	2	1	2	5	2	2	2	2	1	2	1	1	2	1	5	2	2	2	2	2	2	2	2	2	1	2
25148	1	2	2	1	1	1	2	2	2	2	2	2	2	2	2	0	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	1	1	2	1	3	2	2	0	2	2	2	2	2	1	2	2
21498	2	1	2	2	1	1	2	1	2	2	2	2	1	2	2	0	2	2	2	3	2	0	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	3	2	2	2	1	1	2	1	3	2	2	3	2	2	1	2	2	2	2	2	2	2	2
19511	0	1	2	2	0	2	2	1	2	2	2	2	1	2	2	0	2	2	2	0	1	1	2	4	2	1	2	2	2	2	2	2	2	1	2	1	1	2	2	2	1	1	1	2	2	2	1	0	2	2	2	2	2	2	2	2	4	2	2	2	2	2
37369	1	3	2	1	1	2	2	2	2	2	2	2	2	1	2	0	2	1	2	0	1	2	1	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	1	1	2	2	2	1	2	1	2	2	1	1	2	3	2	2
12082	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	0	1	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
37985	1	2	2	2	1	1	2	2	2	2	2	2	1	2	2	0	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
32465	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	0	2	1	1	1	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2
26225	0	2	2	2	0	2	2	1	2	2	2	2	2	2	2	0	2	2	1	3	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	1	2	2	2	2	2	1	0	2	2	3	2	2	2	2	2	2	2	2	2	2	2
13970	2	1	3	2	1	1	3	0	3	3	3	2	4	3	3	0	3	3	1	1	2	2	2	1	1	1	3	3	2	1	3	3	3	3	3	2	3	1	2	3	2	1	1	4	3	3	1	2	3	2	3	3	3	2	3	3	1	2	3	1	0	3
4301	1	1	2	3	1	2	2	2	2	2	2	2	2	2	2	0	1	2	2	1	2	1	3	2	2	1	2	2	3	1	2	1	3	2	3	2	2	2	2	2	2	2	1	3	1	3	1	1	1	1	2	2	2	2	1	2	2	3	2	1	1	1
2937	0	1	2	2	0	2	2	2	1	2	2	1	1	2	2	0	3	2	2	2	2	1	2	2	1	2	2	2	3	2	2	3	2	1	2	1	1	3	3	2	2	1	1	2	2	2	1	0	3	1	2	2	2	2	3	3	2	2	2	3	1	3
15519	1	2	2	1	0	2	3	3	3	3	1	3	2	2	2	0	2	1	2	1	2	3	2	1	2	1	3	3	0	0	3	3	3	3	3	3	3	3	3	3	3	3	2	3	1	3	1	1	3	3	3	2	3	2	3	3	0	2	3	2	0	3
23048	3	2	3	1	4	0	2	0	2	3	2	2	2	3	3	0	1	2	1	6	1	1	1	2	0	2	2	3	2	2	2	1	1	2	1	1	2	2	2	6	1	1	5	0	1	1	1	3	1	1	6	2	1	3	1	2	3	1	3	1	2	1
2364	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	0	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	1	2	2	2	2	2	2	2	2	1	2	2	1	2	2
10007	1	1	2	1	1	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2
17201	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2
32745	2	1	2	2	0	1	2	2	2	2	2	2	2	2	2	0	1	2	1	1	1	1	1	2	2	2	2	2	4	3	2	1	2	2	2	1	2	2	2	2	2	1	3	2	2	2	1	3	1	1	2	2	2	3	1	2	2	2	2	1	1	1
31107	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	0	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	2	1	1	2	1	2	1	2	2	2	2	2	2	2	2	2	2
16670	1	2	2	1	1	1	2	2	2	2	2	2	2	2	2	0	2	2	2	3	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	1	0	2	1	1	2	2	3	2	2	2	2	2	2	2	2	2	2	2
25920	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	1	2	1	2	1	2	2	2	2	2	2	2	2	1	2
8842	1	1	2	2	1	1	2	2	2	2	2	2	1	2	2	0	3	2	2	2	2	2	2	3	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2
15588	2	2	2	1	1	1	2	2	2	2	2	2	1	2	2	0	2	2	2	2	1	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	0	2	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
22634	1	1	2	2	0	2	2	2	2	2	2	2	1	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
35364	2	1	2	1	2	1	2	2	2	2	2	2	1	2	2	0	2	0	1	1	1	1	2	2	2	2	2	2	1	7	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	1	2	2	2	2	3	2	2	2	2	1	2	2	2	2	2
7969	2	2	2	1	2	2	2	1	2	2	2	2	3	1	2	0	1	2	2	3	1	2	1	1	2	1	2	2	1	1	2	3	1	2	1	2	2	1	2	3	1	2	1	1	2	1	1	2	3	3	3	1	2	2	3	2	1	1	2	3	2	3
24649	1	2	2	1	1	1	2	2	2	2	2	2	2	2	2	0	2	1	2	2	2	1	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
27889	1	2	2	1	1	2	2	1	2	2	2	2	2	2	2	0	1	2	1	3	1	2	1	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	3	1	2	2	1	2	1	1	1	2	2	3	2	1	2	2	2	2	1	2	1	2	2
15609	3	1	2	2	2	1	2	1	2	2	2	2	1	2	2	0	2	0	2	4	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	1	2	2	2	2	2	1	3	2	2	4	2	2	2	2	2	2	2	2	1	2	2
8321	1	2	3	1	1	1	2	1	2	3	3	2	1	3	3	0	2	2	1	3	2	2	1	2	2	2	2	3	2	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2	1	2	1	1	2	2	3	3	2	2	2	2	2	2	3	2	2	2
16870	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	0	2	1	2	3	2	1	2	2	2	1	2	2	2	2	2	1	2	2	2	1	2	2	2	3	2	1	1	2	1	2	1	1	2	3	3	2	2	2	2	2	2	2	2	2	2	2
29292	1	2	2	1	1	1	2	2	2	2	2	2	1	2	2	0	2	2	2	1	2	1	2	3	1	2	2	2	2	2	2	2	2	1	2	1	1	2	2	2	2	1	1	2	2	2	1	0	2	3	2	2	2	1	2	2	1	2	2	2	3	2
7948	1	1	2	2	1	2	2	1	2	2	2	2	2	2	2	0	2	0	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	3	2
32387	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	1	2	2	2	2	2	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2
33461	2	1	2	1	1	2	2	2	2	2	2	2	2	3	3	0	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	1	2	2	1	2	1	2	2	1	2	5	2	3	1	2	2	2	2	2	2	2
26042	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	0	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	1	2	1	2	2	2	1	1	2	2	2	2	2	2	2
16978	1	2	2	1	1	1	2	1	2	2	2	2	2	2	2	0	2	1	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
40247	1	1	2	1	1	2	2	2	3	2	2	3	1	2	2	0	1	2	2	1	2	2	1	2	3	2	2	2	2	2	2	0	2	3	2	3	3	1	2	2	2	3	3	2	2	2	1	1	2	1	2	2	2	1	1	2	2	2	2	2	2	2
17936	1	2	2	2	1	2	2	2	2	2	2	2	1	2	2	0	2	1	2	2	2	1	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2	1	2	2	1	2	2
18778	1	2	2	2	1	1	2	1	2	2	2	2	2	2	2	0	3	1	2	1	3	2	2	1	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
4937	1	2	2	2	1	1	2	2	2	2	2	2	1	2	2	0	1	2	2	3	2	2	2	2	1	2	2	2	3	1	2	1	2	2	2	2	2	2	2	3	2	2	2	2	2	2	1	1	2	1	3	2	2	1	1	2	2	2	2	2	1	2
33358	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	1	2	1	1	2	2	2	2	2	2	2	2	1	2	2	1	2	2
40093	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	0	2	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2
32255	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	1	2	2	2	1	2	1	2	2	2	1	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2
4935	1	2	2	2	1	2	2	2	2	2	2	2	1	2	2	0	1	1	2	2	2	2	2	2	1	1	2	2	4	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	1	1	2	2	2	1	1	2	2	2	2	1	1	1
21449	1	2	2	2	1	3	2	2	2	2	2	2	2	2	2	0	2	2	1	1	2	2	2	1	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
38129	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	1	1	2	1	2	2	2	1	2	2	1	2	2	1	2	2	3	2	2	2	3	2	1	1	2	1	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2
23402	1	2	2	2	1	0	2	0	2	2	2	2	1	2	2	0	2	2	1	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	1	2	2	2	2	2	1	1	2	1	3	2	2	2	2	2	2	2	2	2	2	2
35170	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	0	2	2	1	3	2	1	2	2	2	1	2	2	2	2	2	1	2	2	2	1	2	2	2	3	2	1	2	2	1	2	1	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2
13429	0	2	2	2	0	3	3	3	3	3	1	3	0	2	2	0	2	3	2	1	2	1	1	0	3	2	3	2	0	0	3	3	2	3	2	3	3	2	3	3	2	3	1	2	1	2	1	0	3	2	3	3	2	2	2	3	1	1	3	3	2	3
36279	1	2	2	1	1	2	2	1	2	2	2	2	2	2	2	0	2	2	2	2	1	2	1	2	2	1	2	2	1	2	2	2	1	2	1	2	2	1	2	2	1	2	3	1	2	1	1	1	2	1	2	2	2	2	2	2	2	1	2	3	2	2
1088	0	1	2	2	0	2	2	2	2	2	2	2	1	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	0	2	1	2	2	2	2	2	2	2	2	2	2	2	2
16783	1	2	2	1	1	2	2	1	2	2	2	2	2	2	2	0	2	2	1	2	2	1	1	2	1	3	2	2	2	3	2	1	2	2	2	2	2	2	2	3	2	2	2	2	2	2	1	1	2	2	3	2	2	2	2	2	2	2	2	2	2	2
43977	1	2	2	2	1	2	2	1	2	2	2	2	2	2	2	0	2	2	2	3	1	2	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3	1	2	2	2	2	2	1	1	2	2	3	1	2	1	2	2	2	2	2	2	2	2
16146	1	1	2	2	1	1	2	2	2	2	2	2	1	2	2	0	2	2	2	3	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	3	2	2	2	2	1	2	1	1	2	2	3	2	2	1	2	2	2	2	2	2	2	2
9623	1	1	3	3	1	0	3	1	3	3	2	3	0	3	3	0	1	1	1	4	2	1	2	2	1	3	3	3	3	1	3	2	3	2	3	2	3	1	2	4	2	2	3	2	2	3	1	1	2	2	4	3	3	2	2	2	3	3	3	0	3	2
42871	2	1	1	1	3	1	1	1	1	1	1	1	1	1	1	0	1	1	1	25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	21	1	1	1	1	1	1	1	0	1	1	17	1	1	1	1	1	1	1	1	0	1	1
43360	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	0	2	1	2	2	2	2	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	2	2	2	1	2	2	2	2	2	1	2	1	2	2
23158	1	1	2	1	1	2	2	2	2	2	2	2	1	2	2	0	2	2	1	3	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	3	2	2	2	2	2	2	1	1	2	2	3	2	2	2	2	2	2	2	2	2	2	2
5678	1	2	2	3	1	2	2	2	2	2	2	2	1	2	2	0	2	2	2	2	1	2	1	2	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	2	2	2	1	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2
32786	3	0	2	1	2	2	2	1	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	1	1	2	1	3	2	1	2	2	2	2	2	2	2	2	2	1	2	2
15961	1	2	2	2	1	2	2	1	2	2	2	2	1	2	2	0	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	1	2	2	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2
38110	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2	0	2	2	2	2	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
13311	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	1	0	2	1	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2
11551	1	2	2	1	1	2	2	1	2	2	2	2	2	2	2	0	2	2	1	3	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	3	2	1	2	2	1	2	1	1	2	2	3	2	2	2	2	2	2	2	2	2	1	2
23705	2	1	2	2	1	1	2	1	2	2	2	2	2	2	2	0	2	2	2	3	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	0	2	3	2	2	2	2	1	2	1	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2
21861	2	1	2	2	1	1	2	1	2	2	2	2	1	2	2	0	2	3	2	2	1	2	1	2	2	1	2	2	2	2	2	1	2	2	2	2	2	3	2	2	1	3	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	2	2	1	2
39218	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	0	2	1	1	2	2	2	2	1	2	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
12354	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	0	1	1	2	2	2	2	2	1	2	1	2	2	2	2	2	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	1	1	2	2	2	1	3	1
43388	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	0	1	2	2	3	2	2	2	2	1	2	2	2	2	2	2	0	2	2	2	2	2	1	2	3	2	2	3	2	2	2	1	1	1	1	3	2	2	1	1	2	2	2	2	1	2	1
35190	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	0	2	2	2	0	2	1	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	3	2	2	2	2	2	1	2	2	2	2	2	2	2	2
42433	3	2	2	3	1	1	2	2	2	2	2	2	1	2	2	0	1	2	1	1	3	1	2	1	1	2	2	2	2	2	2	1	2	1	2	1	2	2	2	2	2	0	2	2	1	2	1	4	2	3	2	3	2	1	2	2	2	2	2	1	1	2
9802	1	2	2	2	1	1	2	2	2	2	2	2	1	2	2	0	2	2	2	2	2	1	2	2	1	2	2	2	2	1	2	1	2	2	2	2	2	1	2	2	2	2	2	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
36605	2	1	2	2	1	1	2	2	2	2	2	2	2	2	2	0	2	1	2	2	2	1	2	2	1	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	1	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
8974	1	1	2	2	1	1	2	2	2	2	2	2	1	2	2	0	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
5483	1	2	2	2	1	2	2	2	2	2	2	2	2	1	2	0	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	1	2	2	2	1	2	1	2	2	1	2	2	2	2	2
17714	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	0	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	1	2	1	1	2	1	2	1	2	1	2	2	2	2	2	2	2	2
41609	1	2	2	2	1	1	2	1	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
20738	1	2	2	2	1	2	2	2	2	2	2	2	1	2	2	0	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	2	2	2	2	1	1	2	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2
7026	3	1	2	1	2	2	2	1	2	2	2	2	3	2	2	0	1	2	1	2	1	3	1	1	2	2	2	2	1	1	2	2	1	3	1	3	3	1	2	2	1	1	6	1	1	1	1	4	2	1	2	2	1	2	1	2	2	1	2	2	2	2
17032	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
24040	1	2	2	1	1	2	2	2	2	2	2	2	1	2	2	0	2	1	2	3	2	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	1	1	2	2	3	2	2	2	2	2	2	2	2	2	2	2
32765	2	1	2	2	1	2	2	1	2	2	2	2	2	2	2	0	1	2	1	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2
